Id,Category
12126,6
12127,5
12128,7
12129,9
12130,4
12131,2
12132,9
12133,2
12134,8
12135,4
12136,9
12137,8
12138,1
12139,7
12140,1
12141,7
12142,2
12143,2
12144,0
12145,7
12146,4
12147,4
12148,7
12149,6
12150,0
12151,0
12152,8
12153,1
12154,7
12155,5
12156,1
12157,4
12158,1
12159,4
12160,4
12161,6
12162,7
12163,0
12164,8
12165,2
12166,1
12167,1
12168,6
12169,8
12170,4
12171,7
12172,2
12173,2
12174,2
12175,5
12176,4
12177,9
12178,0
12179,0
12180,6
12181,1
12182,2
12183,1
12184,8
12185,7
12186,4
12187,1
12188,8
12189,5
12190,9
12191,5
12192,8
12193,7
12194,2
12195,1
12196,3
12197,1
12198,1
12199,8
12200,9
12201,4
12202,1
12203,2
12204,4
12205,3
12206,2
12207,4
12208,8
12209,4
12210,0
12211,6
12212,3
12213,1
12214,5
12215,1
12216,3
12217,0
12218,5
12219,7
12220,3
12221,6
12222,6
12223,4
12224,5
12225,3
12226,7
12227,9
12228,0
12229,7
12230,9
12231,3
12232,0
12233,6
12234,2
12235,6
12236,2
12237,9
12238,8
12239,3
12240,2
12241,3
12242,2
12243,8
12244,8
12245,5
12246,1
12247,1
12248,6
12249,2
12250,2
12251,5
12252,7
12253,3
12254,4
12255,0
12256,8
12257,9
12258,0
12259,8
12260,7
12261,3
12262,2
12263,6
12264,6
12265,8
12266,5
12267,5
12268,1
12269,6
12270,3
12271,5
12272,8
12273,0
12274,2
12275,3
12276,3
12277,3
12278,3
12279,7
12280,5
12281,7
12282,2
12283,8
12284,4
12285,0
12286,3
12287,2
12288,7
12289,4
12290,2
12291,7
12292,8
12293,6
12294,2
12295,5
12296,9
12297,0
12298,2
12299,1
12300,2
12301,3
12302,2
12303,1
12304,3
12305,9
12306,0
12307,8
12308,3
12309,0
12310,9
12311,5
12312,9
12313,4
12314,8
12315,4
12316,8
12317,1
12318,6
12319,2
12320,2
12321,6
12322,0
12323,4
12324,1
12325,1
12326,5
12327,8
12328,3
12329,6
12330,1
12331,9
12332,5
12333,7
12334,6
12335,2
12336,0
12337,7
12338,4
12339,9
12340,1
12341,6
12342,1
12343,3
12344,1
12345,5
12346,8
12347,3
12348,5
12349,1
12350,5
12351,4
12352,1
12353,7
12354,1
12355,1
12356,8
12357,5
12358,3
12359,8
12360,1
12361,7
12362,5
12363,1
12364,8
12365,9
12366,2
12367,6
12368,2
12369,1
12370,6
12371,5
12372,0
12373,0
12374,8
12375,9
12376,0
12377,9
12378,7
12379,7
12380,1
12381,4
12382,1
12383,3
12384,0
12385,7
12386,1
12387,0
12388,3
12389,7
12390,4
12391,2
12392,6
12393,9
12394,7
12395,6
12396,5
12397,5
12398,5
12399,9
12400,0
12401,1
12402,7
12403,7
12404,2
12405,4
12406,3
12407,9
12408,5
12409,9
12410,7
12411,3
12412,0
12413,4
12414,9
12415,1
12416,3
12417,8
12418,5
12419,1
12420,5
12421,8
12422,5
12423,0
12424,0
12425,5
12426,4
12427,2
12428,3
12429,6
12430,6
12431,2
12432,8
12433,3
12434,0
12435,5
12436,8
12437,5
12438,1
12439,6
12440,2
12441,9
12442,9
12443,8
12444,2
12445,1
12446,9
12447,1
12448,3
12449,2
12450,8
12451,6
12452,3
12453,1
12454,6
12455,4
12456,4
12457,1
12458,5
12459,2
12460,8
12461,5
12462,9
12463,9
12464,8
12465,8
12466,6
12467,8
12468,4
12469,1
12470,1
12471,1
12472,2
12473,2
12474,8
12475,2
12476,6
12477,4
12478,0
12479,0
12480,4
12481,1
12482,4
12483,8
12484,9
12485,4
12486,8
12487,1
12488,2
12489,2
12490,1
12491,9
12492,2
12493,5
12494,6
12495,7
12496,1
12497,1
12498,4
12499,6
12500,9
12501,8
12502,2
12503,9
12504,6
12505,0
12506,1
12507,2
12508,2
12509,9
12510,7
12511,4
12512,7
12513,3
12514,7
12515,1
12516,6
12517,9
12518,7
12519,5
12520,4
12521,1
12522,6
12523,2
12524,3
12525,0
12526,1
12527,1
12528,2
12529,5
12530,1
12531,9
12532,8
12533,1
12534,0
12535,6
12536,9
12537,6
12538,1
12539,2
12540,4
12541,4
12542,2
12543,4
12544,5
12545,4
12546,8
12547,1
12548,6
12549,6
12550,5
12551,1
12552,6
12553,7
12554,3
12555,6
12556,5
12557,4
12558,9
12559,3
12560,5
12561,3
12562,1
12563,5
12564,2
12565,7
12566,8
12567,3
12568,0
12569,8
12570,9
12571,1
12572,4
12573,1
12574,9
12575,0
12576,9
12577,1
12578,1
12579,3
12580,1
12581,6
12582,9
12583,9
12584,2
12585,2
12586,9
12587,6
12588,5
12589,0
12590,0
12591,0
12592,8
12593,4
12594,6
12595,2
12596,9
12597,9
12598,5
12599,2
12600,9
12601,0
12602,4
12603,8
12604,6
12605,2
12606,5
12607,3
12608,2
12609,3
12610,0
12611,2
12612,8
12613,6
12614,8
12615,8
12616,1
12617,8
12618,7
12619,1
12620,5
12621,3
12622,1
12623,4
12624,9
12625,5
12626,3
12627,4
12628,5
12629,6
12630,2
12631,6
12632,8
12633,6
12634,6
12635,0
12636,9
12637,9
12638,0
12639,5
12640,3
12641,8
12642,8
12643,0
12644,0
12645,8
12646,2
12647,0
12648,9
12649,7
12650,0
12651,3
12652,9
12653,4
12654,6
12655,7
12656,1
12657,9
12658,4
12659,5
12660,6
12661,6
12662,6
12663,5
12664,3
12665,6
12666,5
12667,7
12668,8
12669,9
12670,3
12671,5
12672,4
12673,7
12674,3
12675,4
12676,7
12677,4
12678,0
12679,7
12680,6
12681,7
12682,0
12683,7
12684,6
12685,7
12686,4
12687,0
12688,1
12689,1
12690,7
12691,5
12692,4
12693,5
12694,8
12695,5
12696,3
12697,4
12698,0
12699,0
12700,6
12701,4
12702,7
12703,1
12704,5
12705,2
12706,4
12707,8
12708,0
12709,2
12710,0
12711,7
12712,6
12713,5
12714,1
12715,8
12716,4
12717,4
12718,8
12719,3
12720,7
12721,0
12722,3
12723,7
12724,8
12725,3
12726,3
12727,8
12728,3
12729,4
12730,2
12731,3
12732,9
12733,0
12734,9
12735,4
12736,1
12737,6
12738,5
12739,5
12740,5
12741,3
12742,9
12743,4
12744,4
12745,7
12746,7
12747,0
12748,6
12749,3
12750,6
12751,0
12752,5
12753,2
12754,2
12755,6
12756,1
12757,0
12758,4
12759,8
12760,9
12761,7
12762,4
12763,8
12764,5
12765,2
12766,4
12767,9
12768,8
12769,1
12770,7
12771,6
12772,7
12773,5
12774,2
12775,1
12776,2
12777,0
12778,5
12779,4
12780,1
12781,8
12782,8
12783,8
12784,1
12785,4
12786,8
12787,4
12788,7
12789,1
12790,2
12791,7
12792,7
12793,7
12794,8
12795,9
12796,0
12797,1
12798,3
12799,7
12800,1
12801,2
12802,1
12803,3
12804,1
12805,1
12806,1
12807,9
12808,7
12809,4
12810,7
12811,1
12812,6
12813,9
12814,4
12815,9
12816,9
12817,6
12818,1
12819,7
12820,1
12821,3
12822,0
12823,9
12824,0
12825,8
12826,0
12827,4
12828,6
12829,0
12830,4
12831,8
12832,7
12833,9
12834,1
12835,5
12836,1
12837,7
12838,3
12839,5
12840,1
12841,9
12842,7
12843,7
12844,6
12845,2
12846,2
12847,9
12848,7
12849,3
12850,7
12851,8
12852,2
12853,6
12854,0
12855,4
12856,7
12857,7
12858,4
12859,6
12860,5
12861,4
12862,9
12863,7
12864,6
12865,5
12866,2
12867,2
12868,7
12869,0
12870,7
12871,3
12872,4
12873,0
12874,7
12875,2
12876,7
12877,9
12878,6
12879,3
12880,6
12881,8
12882,0
12883,8
12884,5
12885,5
12886,2
12887,8
12888,0
12889,3
12890,5
12891,1
12892,3
12893,4
12894,7
12895,6
12896,8
12897,9
12898,1
12899,9
12900,6
12901,5
12902,0
12903,8
12904,5
12905,7
12906,7
12907,6
12908,3
12909,4
12910,3
12911,6
12912,9
12913,4
12914,0
12915,0
12916,6
12917,5
12918,7
12919,5
12920,6
12921,8
12922,7
12923,1
12924,8
12925,2
12926,6
12927,4
12928,7
12929,8
12930,6
12931,0
12932,1
12933,9
12934,6
12935,6
12936,8
12937,6
12938,8
12939,6
12940,5
12941,7
12942,0
12943,1
12944,3
12945,6
12946,2
12947,0
12948,4
12949,2
12950,4
12951,7
12952,0
12953,2
12954,5
12955,0
12956,9
12957,5
12958,7
12959,1
12960,7
12961,8
12962,5
12963,2
12964,3
12965,7
12966,4
12967,6
12968,2
12969,6
12970,8
12971,4
12972,2
12973,6
12974,8
12975,0
12976,6
12977,4
12978,9
12979,6
12980,1
12981,8
12982,6
12983,2
12984,0
12985,7
12986,5
12987,2
12988,8
12989,6
12990,3
12991,0
12992,4
12993,7
12994,5
12995,8
12996,1
12997,8
12998,9
12999,6
13000,0
13001,1
13002,7
13003,4
13004,9
13005,2
13006,1
13007,4
13008,7
13009,2
13010,0
13011,8
13012,8
13013,5
13014,4
13015,8
13016,8
13017,5
13018,2
13019,4
13020,7
13021,5
13022,1
13023,4
13024,5
13025,9
13026,6
13027,2
13028,6
13029,2
13030,1
13031,9
13032,1
13033,2
13034,9
13035,4
13036,5
13037,3
13038,1
13039,0
13040,4
13041,4
13042,8
13043,6
13044,4
13045,0
13046,0
13047,5
13048,8
13049,8
13050,2
13051,0
13052,5
13053,7
13054,9
13055,3
13056,4
13057,3
13058,9
13059,2
13060,1
13061,3
13062,5
13063,6
13064,5
13065,2
13066,4
13067,6
13068,2
13069,9
13070,8
13071,4
13072,7
13073,1
13074,0
13075,7
13076,2
13077,1
13078,4
13079,3
13080,6
13081,4
13082,4
13083,6
13084,9
13085,7
13086,8
13087,1
13088,3
13089,4
13090,9
13091,6
13092,8
13093,3
13094,6
13095,0
13096,6
13097,7
13098,0
13099,0
13100,0
13101,2
13102,8
13103,5
13104,2
13105,7
13106,4
13107,8
13108,7
13109,7
13110,7
13111,7
13112,5
13113,0
13114,0
13115,8
13116,4
13117,1
13118,6
13119,4
13120,6
13121,0
13122,1
13123,7
13124,7
13125,3
13126,0
13127,1
13128,0
13129,1
13130,8
13131,7
13132,2
13133,2
13134,1
13135,5
13136,9
13137,4
13138,0
13139,4
13140,4
13141,6
13142,7
13143,8
13144,5
13145,4
13146,3
13147,2
13148,7
13149,6
13150,9
13151,7
13152,5
13153,5
13154,0
13155,4
13156,3
13157,4
13158,5
13159,8
13160,0
13161,7
13162,1
13163,4
13164,5
13165,9
13166,8
13167,6
13168,6
13169,1
13170,6
13171,4
13172,5
13173,3
13174,5
13175,6
13176,0
13177,5
13178,9
13179,0
13180,2
13181,6
13182,3
13183,5
13184,8
13185,0
13186,4
13187,1
13188,4
13189,7
13190,2
13191,2
13192,2
13193,3
13194,9
13195,2
13196,7
13197,9
13198,8
13199,2
13200,9
13201,2
13202,7
13203,3
13204,3
13205,0
13206,1
13207,0
13208,2
13209,1
13210,4
13211,6
13212,4
13213,0
13214,0
13215,1
13216,0
13217,7
13218,9
13219,7
13220,7
13221,2
13222,4
13223,4
13224,1
13225,8
13226,6
13227,1
13228,5
13229,5
13230,0
13231,5
13232,6
13233,5
13234,9
13235,0
13236,5
13237,6
13238,8
13239,2
13240,9
13241,5
13242,1
13243,8
13244,7
13245,2
13246,3
13247,1
13248,1
13249,8
13250,1
13251,0
13252,9
13253,7
13254,4
13255,4
13256,3
13257,4
13258,7
13259,3
13260,7
13261,4
13262,5
13263,2
13264,9
13265,4
13266,0
13267,2
13268,0
13269,5
13270,1
13271,5
13272,8
13273,9
13274,0
13275,6
13276,7
13277,2
13278,3
13279,2
13280,5
13281,0
13282,5
13283,6
13284,9
13285,5
13286,7
13287,1
13288,1
13289,6
13290,6
13291,5
13292,5
13293,7
13294,6
13295,0
13296,7
13297,8
13298,8
13299,9
13300,9
13301,8
13302,7
13303,8
13304,5
13305,5
13306,5
13307,6
13308,1
13309,3
13310,2
13311,5
13312,3
13313,4
13314,1
13315,1
13316,6
13317,5
13318,9
13319,3
13320,6
13321,9
13322,4
13323,8
13324,6
13325,7
13326,3
13327,4
13328,6
13329,1
13330,7
13331,1
13332,3
13333,4
13334,8
13335,8
13336,0
13337,6
13338,3
13339,9
13340,3
13341,7
13342,6
13343,5
13344,1
13345,9
13346,3
13347,2
13348,0
13349,2
13350,1
13351,7
13352,5
13353,7
13354,3
13355,4
13356,6
13357,6
13358,7
13359,3
13360,1
13361,5
13362,4
13363,3
13364,1
13365,6
13366,9
13367,8
13368,3
13369,7
13370,8
13371,8
13372,7
13373,0
13374,8
13375,2
13376,3
13377,6
13378,0
13379,2
13380,1
13381,1
13382,9
13383,1
13384,9
13385,8
13386,8
13387,6
13388,4
13389,1
13390,9
13391,0
13392,8
13393,0
13394,1
13395,7
13396,2
13397,5
13398,9
13399,3
13400,4
13401,0
13402,5
13403,0
13404,7
13405,6
13406,7
13407,7
13408,0
13409,8
13410,5
13411,3
13412,0
13413,2
13414,3
13415,8
13416,1
13417,7
13418,1
13419,7
13420,6
13421,2
13422,9
13423,4
13424,5
13425,5
13426,3
13427,2
13428,6
13429,2
13430,8
13431,9
13432,1
13433,8
13434,4
13435,2
13436,2
13437,2
13438,1
13439,8
13440,1
13441,0
13442,5
13443,6
13444,1
13445,5
13446,4
13447,9
13448,2
13449,0
13450,2
13451,8
13452,8
13453,7
13454,4
13455,6
13456,8
13457,2
13458,8
13459,6
13460,3
13461,3
13462,8
13463,5
13464,4
13465,0
13466,2
13467,5
13468,8
13469,9
13470,2
13471,0
13472,8
13473,2
13474,7
13475,8
13476,3
13477,4
13478,8
13479,4
13480,4
13481,0
13482,1
13483,4
13484,4
13485,1
13486,9
13487,6
13488,7
13489,4
13490,5
13491,0
13492,8
13493,3
13494,6
13495,6
13496,1
13497,3
13498,7
13499,7
13500,3
13501,6
13502,5
13503,6
13504,4
13505,8
13506,6
13507,9
13508,4
13509,7
13510,2
13511,8
13512,2
13513,1
13514,4
13515,6
13516,9
13517,8
13518,1
13519,4
13520,8
13521,2
13522,9
13523,1
13524,2
13525,1
13526,1
13527,3
13528,5
13529,5
13530,6
13531,5
13532,3
13533,1
13534,9
13535,8
13536,2
13537,3
13538,7
13539,0
13540,3
13541,5
13542,2
13543,2
13544,9
13545,1
13546,5
13547,5
13548,9
13549,9
13550,1
13551,7
13552,5
13553,7
13554,9
13555,7
13556,0
13557,9
13558,8
13559,8
13560,6
13561,9
13562,0
13563,0
13564,0
13565,8
13566,4
13567,4
13568,4
13569,4
13570,7
13571,3
13572,6
13573,6
13574,7
13575,3
13576,5
13577,2
13578,6
13579,8
13580,6
13581,6
13582,8
13583,9
13584,1
13585,6
13586,4
13587,5
13588,5
13589,9
13590,8
13591,3
13592,2
13593,8
13594,0
13595,4
13596,3
13597,8
13598,5
13599,8
13600,0
13601,0
13602,2
13603,4
13604,8
13605,4
13606,4
13607,7
13608,4
13609,0
13610,2
13611,3
13612,0
13613,2
13614,4
13615,8
13616,9
13617,7
13618,1
13619,6
13620,7
13621,7
13622,6
13623,0
13624,0
13625,2
13626,0
13627,1
13628,5
13629,2
13630,5
13631,0
13632,3
13633,3
13634,8
13635,2
13636,4
13637,1
13638,8
13639,2
13640,9
13641,4
13642,9
13643,1
13644,9
13645,7
13646,9
13647,1
13648,8
13649,8
13650,4
13651,4
13652,0
13653,8
13654,4
13655,6
13656,0
13657,9
13658,8
13659,8
13660,9
13661,6
13662,6
13663,4
13664,0
13665,2
13666,7
13667,0
13668,5
13669,8
13670,7
13671,1
13672,4
13673,8
13674,8
13675,4
13676,6
13677,8
13678,4
13679,7
13680,9
13681,7
13682,7
13683,2
13684,7
13685,2
13686,3
13687,4
13688,9
13689,3
13690,0
13691,6
13692,5
13693,3
13694,4
13695,3
13696,5
13697,5
13698,5
13699,3
13700,3
13701,1
13702,9
13703,5
13704,4
13705,0
13706,9
13707,1
13708,9
13709,1
13710,1
13711,9
13712,5
13713,8
13714,7
13715,0
13716,3
13717,4
13718,4
13719,7
13720,0
13721,6
13722,8
13723,4
13724,7
13725,8
13726,3
13727,2
13728,1
13729,8
13730,2
13731,1
13732,0
13733,5
13734,7
13735,9
13736,2
13737,7
13738,7
13739,1
13740,1
13741,4
13742,9
13743,3
13744,3
13745,3
13746,4
13747,3
13748,0
13749,6
13750,3
13751,1
13752,6
13753,2
13754,7
13755,5
13756,7
13757,5
13758,6
13759,7
13760,4
13761,0
13762,0
13763,7
13764,5
13765,8
13766,8
13767,1
13768,7
13769,1
13770,7
13771,8
13772,1
13773,7
13774,4
13775,7
13776,7
13777,9
13778,4
13779,9
13780,4
13781,8
13782,3
13783,0
13784,6
13785,0
13786,6
13787,9
13788,3
13789,6
13790,7
13791,7
13792,7
13793,5
13794,0
13795,0
13796,4
13797,0
13798,5
13799,3
13800,7
13801,6
13802,8
13803,9
13804,5
13805,3
13806,2
13807,8
13808,0
13809,3
13810,3
13811,6
13812,1
13813,7
13814,1
13815,5
13816,5
13817,3
13818,6
13819,8
13820,4
13821,5
13822,2
13823,5
13824,8
13825,8
13826,7
13827,2
13828,8
13829,6
13830,7
13831,2
13832,3
13833,0
13834,2
13835,9
13836,2
13837,2
13838,7
13839,3
13840,5
13841,1
13842,6
13843,9
13844,2
13845,3
13846,9
13847,7
13848,9
13849,1
13850,2
13851,8
13852,7
13853,8
13854,9
13855,8
13856,2
13857,2
13858,3
13859,8
13860,1
13861,0
13862,7
13863,5
13864,0
13865,9
13866,4
13867,6
13868,0
13869,5
13870,4
13871,4
13872,1
13873,8
13874,4
13875,6
13876,7
13877,1
13878,5
13879,4
13880,1
13881,8
13882,0
13883,4
13884,8
13885,4
13886,9
13887,1
13888,0
13889,6
13890,7
13891,4
13892,5
13893,2
13894,4
13895,8
13896,9
13897,7
13898,2
13899,9
13900,0
13901,6
13902,7
13903,8
13904,8
13905,0
13906,3
13907,1
13908,6
13909,2
13910,9
13911,4
13912,6
13913,5
13914,9
13915,7
13916,5
13917,5
13918,4
13919,4
13920,9
13921,5
13922,9
13923,8
13924,6
13925,4
13926,2
13927,0
13928,5
13929,2
13930,4
13931,3
13932,6
13933,8
13934,5
13935,1
13936,9
13937,1
13938,2
13939,9
13940,4
13941,6
13942,0
13943,4
13944,8
13945,8
13946,4
13947,8
13948,1
13949,1
13950,7
13951,5
13952,2
13953,3
13954,4
13955,9
13956,7
13957,7
13958,2
13959,3
13960,0
13961,7
13962,4
13963,1
13964,6
13965,5
13966,1
13967,5
13968,3
13969,3
13970,7
13971,8
13972,3
13973,1
13974,3
13975,9
13976,0
13977,9
13978,0
13979,8
13980,3
13981,1
13982,8
13983,7
13984,0
13985,2
13986,9
13987,3
13988,7
13989,5
13990,7
13991,4
13992,6
13993,0
13994,1
13995,5
13996,6
13997,5
13998,3
13999,6
14000,5
14001,8
14002,7
14003,4
14004,6
14005,9
14006,3
14007,6
14008,3
14009,8
14010,6
14011,1
14012,0
14013,2
14014,9
14015,3
14016,4
14017,0
14018,8
14019,8
14020,8
14021,8
14022,2
14023,4
14024,4
14025,9
14026,8
14027,3
14028,2
14029,2
14030,5
14031,6
14032,6
14033,4
14034,7
14035,6
14036,5
14037,2
14038,1
14039,2
14040,1
14041,6
14042,0
14043,8
14044,6
14045,2
14046,4
14047,6
14048,8
14049,0
14050,6
14051,4
14052,3
14053,8
14054,2
14055,9
14056,5
14057,2
14058,5
14059,5
14060,9
14061,7
14062,7
14063,9
14064,8
14065,0
14066,1
14067,7
14068,1
14069,0
14070,7
14071,4
14072,1
14073,4
14074,7
14075,8
14076,1
14077,3
14078,2
14079,5
14080,8
14081,7
14082,7
14083,5
14084,5
14085,2
14086,1
14087,5
14088,0
14089,4
14090,0
14091,8
14092,1
14093,0
14094,1
14095,3
14096,1
14097,4
14098,9
14099,1
14100,9
14101,7
14102,8
14103,7
14104,4
14105,1
14106,2
14107,8
14108,7
14109,4
14110,2
14111,6
14112,2
14113,2
14114,5
14115,9
14116,5
14117,4
14118,5
14119,3
14120,9
14121,8
14122,9
14123,9
14124,3
14125,1
14126,1
14127,0
14128,8
14129,9
14130,8
14131,0
14132,6
14133,8
14134,2
14135,2
14136,0
14137,8
14138,1
14139,8
14140,0
14141,3
14142,9
14143,4
14144,9
14145,3
14146,0
14147,8
14148,9
14149,5
14150,9
14151,2
14152,4
14153,1
14154,7
14155,3
14156,7
14157,8
14158,6
14159,2
14160,2
14161,1
14162,6
14163,5
14164,4
14165,1
14166,5
14167,1
14168,8
14169,3
14170,3
14171,3
14172,5
14173,0
14174,1
14175,5
14176,9
14177,0
14178,8
14179,5
14180,7
14181,0
14182,9
14183,2
14184,6
14185,2
14186,8
14187,2
14188,2
14189,4
14190,5
14191,2
14192,0
14193,6
14194,2
14195,3
14196,6
14197,3
14198,6
14199,0
14200,6
14201,4
14202,0
14203,6
14204,4
14205,6
14206,5
14207,8
14208,0
14209,6
14210,7
14211,4
14212,7
14213,8
14214,2
14215,4
14216,1
14217,2
14218,2
14219,3
14220,6
14221,1
14222,3
14223,2
14224,8
14225,2
14226,2
14227,3
14228,0
14229,8
14230,7
14231,2
14232,4
14233,6
14234,0
14235,8
14236,4
14237,9
14238,5
14239,8
14240,6
14241,1
14242,0
14243,2
14244,6
14245,8
14246,8
14247,4
14248,0
14249,1
14250,5
14251,1
14252,5
14253,8
14254,4
14255,8
14256,1
14257,5
14258,1
14259,6
14260,1
14261,4
14262,2
14263,2
14264,5
14265,1
14266,1
14267,6
14268,3
14269,9
14270,6
14271,9
14272,7
14273,8
14274,9
14275,5
14276,9
14277,8
14278,0
14279,6
14280,5
14281,4
14282,4
14283,5
14284,5
14285,5
14286,9
14287,2
14288,2
14289,4
14290,2
14291,5
14292,7
14293,2
14294,4
14295,7
14296,8
14297,5
14298,2
14299,0
14300,9
14301,1
14302,2
14303,8
14304,8
14305,4
14306,9
14307,3
14308,4
14309,3
14310,5
14311,5
14312,4
14313,7
14314,6
14315,8
14316,1
14317,1
14318,5
14319,1
14320,2
14321,7
14322,7
14323,9
14324,1
14325,4
14326,3
14327,1
14328,5
14329,5
14330,0
14331,3
14332,4
14333,3
14334,2
14335,5
14336,3
14337,1
14338,6
14339,2
14340,6
14341,5
14342,7
14343,8
14344,1
14345,1
14346,8
14347,0
14348,0
14349,2
14350,8
14351,3
14352,9
14353,0
14354,2
14355,2
14356,3
14357,1
14358,6
14359,9
14360,8
14361,1
14362,6
14363,1
14364,6
14365,6
14366,0
14367,2
14368,8
14369,4
14370,9
14371,9
14372,5
14373,3
14374,3
14375,3
14376,4
14377,5
14378,4
14379,8
14380,4
14381,2
14382,7
14383,7
14384,9
14385,5
14386,7
14387,8
14388,4
14389,8
14390,1
14391,8
14392,0
14393,9
14394,9
14395,7
14396,8
14397,9
14398,2
14399,9
14400,0
14401,3
14402,8
14403,0
14404,9
14405,2
14406,7
14407,6
14408,9
14409,9
14410,5
14411,8
14412,0
14413,3
14414,5
14415,5
14416,5
14417,5
14418,0
14419,7
14420,8
14421,7
14422,0
14423,9
14424,6
14425,1
14426,9
14427,3
14428,3
14429,7
14430,3
14431,6
14432,8
14433,5
14434,6
14435,6
14436,6
14437,0
14438,4
14439,8
14440,9
14441,8
14442,1
14443,3
14444,5
14445,8
14446,8
14447,7
14448,7
14449,8
14450,1
14451,8
14452,1
14453,8
14454,8
14455,6
14456,9
14457,1
14458,3
14459,0
14460,6
14461,6
14462,9
14463,1
14464,8
14465,3
14466,9
14467,8
14468,3
14469,0
14470,1
14471,1
14472,2
14473,0
14474,7
14475,1
14476,5
14477,9
14478,2
14479,4
14480,6
14481,8
14482,2
14483,0
14484,6
14485,4
14486,8
14487,3
14488,4
14489,9
14490,8
14491,6
14492,4
14493,3
14494,2
14495,5
14496,9
14497,7
14498,8
14499,6
14500,9
14501,9
14502,7
14503,4
14504,7
14505,1
14506,9
14507,5
14508,6
14509,7
14510,2
14511,7
14512,8
14513,5
14514,7
14515,7
14516,0
14517,9
14518,9
14519,7
14520,8
14521,8
14522,6
14523,2
14524,7
14525,7
14526,6
14527,2
14528,7
14529,9
14530,1
14531,7
14532,1
14533,4
14534,2
14535,8
14536,6
14537,1
14538,3
14539,7
14540,5
14541,5
14542,2
14543,1
14544,6
14545,5
14546,4
14547,9
14548,5
14549,6
14550,5
14551,0
14552,3
14553,7
14554,9
14555,4
14556,3
14557,1
14558,3
14559,8
14560,0
14561,4
14562,9
14563,6
14564,5
14565,7
14566,5
14567,4
14568,6
14569,8
14570,9
14571,7
14572,8
14573,3
14574,3
14575,7
14576,4
14577,1
14578,7
14579,9
14580,9
14581,1
14582,8
14583,3
14584,3
14585,1
14586,6
14587,7
14588,2
14589,0
14590,7
14591,7
14592,9
14593,6
14594,4
14595,5
14596,4
14597,0
14598,2
14599,6
14600,0
14601,5
14602,4
14603,5
14604,1
14605,7
14606,7
14607,7
14608,5
14609,1
14610,0
14611,8
14612,2
14613,5
14614,9
14615,3
14616,3
14617,0
14618,9
14619,6
14620,7
14621,3
14622,7
14623,2
14624,5
14625,8
14626,5
14627,5
14628,5
14629,3
14630,3
14631,3
14632,0
14633,2
14634,1
14635,3
14636,8
14637,1
14638,8
14639,4
14640,3
14641,6
14642,4
14643,9
14644,3
14645,9
14646,0
14647,7
14648,6
14649,7
14650,5
14651,6
14652,4
14653,9
14654,1
14655,3
14656,3
14657,8
14658,3
14659,0
14660,1
14661,8
14662,8
14663,9
14664,0
14665,4
14666,3
14667,5
14668,1
14669,9
14670,6
14671,1
14672,2
14673,6
14674,7
14675,1
14676,8
14677,4
14678,0
14679,2
14680,1
14681,2
14682,6
14683,6
14684,8
14685,2
14686,6
14687,8
14688,8
14689,8
14690,0
14691,2
14692,2
14693,3
14694,6
14695,6
14696,2
14697,8
14698,3
14699,6
14700,1
14701,2
14702,9
14703,1
14704,2
14705,6
14706,9
14707,8
14708,1
14709,1
14710,0
14711,7
14712,9
14713,4
14714,5
14715,7
14716,0
14717,1
14718,1
14719,8
14720,7
14721,1
14722,1
14723,4
14724,8
14725,6
14726,7
14727,5
14728,2
14729,5
14730,4
14731,0
14732,0
14733,6
14734,2
14735,4
14736,8
14737,5
14738,6
14739,6
14740,1
14741,2
14742,4
14743,5
14744,0
14745,3
14746,1
14747,7
14748,7
14749,5
14750,0
14751,6
14752,0
14753,9
14754,3
14755,9
14756,3
14757,1
14758,4
14759,6
14760,5
14761,1
14762,3
14763,4
14764,0
14765,2
14766,3
14767,4
14768,8
14769,3
14770,5
14771,3
14772,9
14773,8
14774,0
14775,5
14776,1
14777,5
14778,3
14779,6
14780,3
14781,1
14782,3
14783,9
14784,5
14785,8
14786,7
14787,3
14788,3
14789,0
14790,0
14791,6
14792,3
14793,8
14794,1
14795,7
14796,4
14797,2
14798,6
14799,3
14800,2
14801,3
14802,8
14803,3
14804,1
14805,4
14806,9
14807,9
14808,1
14809,5
14810,1
14811,0
14812,0
14813,1
14814,9
14815,5
14816,0
14817,7
14818,3
14819,3
14820,8
14821,0
14822,4
14823,8
14824,9
14825,7
14826,3
14827,1
14828,4
14829,1
14830,6
14831,5
14832,7
14833,8
14834,9
14835,7
14836,8
14837,3
14838,9
14839,6
14840,5
14841,2
14842,8
14843,2
14844,8
14845,2
14846,2
14847,9
14848,2
14849,5
14850,0
14851,2
14852,7
14853,2
14854,4
14855,0
14856,2
14857,2
14858,0
14859,3
14860,2
14861,5
14862,0
14863,6
14864,6
14865,3
14866,1
14867,4
14868,9
14869,5
14870,9
14871,3
14872,1
14873,5
14874,5
14875,6
14876,2
14877,1
14878,9
14879,2
14880,7
14881,5
14882,5
14883,9
14884,7
14885,1
14886,1
14887,2
14888,3
14889,0
14890,2
14891,8
14892,8
14893,9
14894,4
14895,8
14896,3
14897,5
14898,1
14899,4
14900,2
14901,6
14902,3
14903,2
14904,4
14905,0
14906,1
14907,0
14908,1
14909,8
14910,2
14911,4
14912,1
14913,7
14914,3
14915,9
14916,1
14917,7
14918,3
14919,4
14920,1
14921,9
14922,3
14923,1
